"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","DE"
"Gpr4",33.0520529958482,1.90708655918986,0.822384942003458,2.3189706690688,0.0203966267582343,NA,"Gpr4","up"
"Rnf220",2769.85882646106,1.65213483856025,0.280226727783052,5.8957075637671,3.73079202609657e-09,2.2545009164717e-05,"Rnf220","up"
"Ptpn3",348.45354933846,2.60129918568982,0.535432373275985,4.85831510294018,1.18388893015e-06,0.00169256654047111,"Ptpn3","up"
"Col15a1",186.080889942141,1.84051682039567,0.398914593907976,4.61381169930387,3.95350629681314e-06,0.00508697655210946,"Col15a1","up"
"Gabrr2",118.091732847321,2.14044566105886,0.658019041920111,3.25286279681664,0.00114248647382932,0.376290368488761,"Gabrr2","up"
"Gpr63",299.790311036836,1.83869410781071,0.449241942926256,4.09288165711752,4.26045188846633e-05,0.0365461562992642,"Gpr63","up"
"Tox",3668.82741554552,0.647647540977697,0.299521420970468,2.162274534086,0.0305970214245638,0.999962154763613,"Tox","up"
"Necab1",1242.93325481222,1.68410353205036,0.325766231499943,5.16966882753977,2.34509196541297e-07,0.000431061404556695,"Necab1","up"
"Nxph1",2862.78119291398,0.727916778760637,0.327137944864778,2.22510653437504,0.026074087196245,0.999962154763613,"Nxph1","up"
"Cttnbp2",2681.92057211863,0.613674246974189,0.289462229434268,2.12004947302993,0.0340018733439105,0.999962154763613,"Cttnbp2","up"
"Ccdc136",933.240026570994,0.772700575094074,0.293806436042046,2.62996476695117,0.00853937178025037,0.999962154763613,"Ccdc136","up"
"Kcp",31.9244358728879,1.73955531662034,0.829131490893367,2.09804516620882,0.0359011557020429,NA,"Kcp","up"
"Strip2",148.441977242015,0.873125075663485,0.409407920835809,2.13265311008393,0.0329531930883134,0.999962154763613,"Strip2","up"
"Cald1",1030.13205119619,0.596603221333874,0.284404577921698,2.09772720851958,0.0359292499190681,0.999962154763613,"Cald1","up"
"Osbpl3",414.974609343907,1.29931647446122,0.405629383341266,3.2032109305259,0.00135904400647496,0.426507786129594,"Osbpl3","up"
"Creb5",209.154593235078,1.16926059660852,0.424875476580883,2.75200773181346,0.00592311224389861,0.999962154763613,"Creb5","up"
"Il12rb2",292.232481179066,1.20332409798143,0.605995463509398,1.98569819485583,0.0470668455765425,0.999962154763613,"Il12rb2","up"
"Mgll",453.059916134205,1.12115319562092,0.364222101444553,3.07821296723696,0.00208246034066429,0.58250037398538,"Mgll","up"
"Tafa4",117.499057226955,2.42451908547991,0.58450210183143,4.14800747145841,3.35381456493837e-05,0.0308239514336157,"Tafa4","up"
"Pdzrn3",180.229650478419,1.23342505341957,0.442143328769121,2.78964981073736,0.00527650788919017,0.999962154763613,"Pdzrn3","up"
"Cntn3",3465.52655727724,0.724634788831982,0.334823846453495,2.16422694054627,0.0304469366454639,0.999962154763613,"Cntn3","up"
"Itpr1",1728.82815146399,0.631254083360726,0.267480439015521,2.36000092449413,0.0182748895182672,0.999962154763613,"Itpr1","up"
"Etv6",404.046658390227,0.670178958697187,0.336509133598418,1.99156246230441,0.0464190854580689,0.999962154763613,"Etv6","up"
"Neb",28.9941542710355,2.09823038622225,0.885261501740634,2.37018144593053,0.0177793575653321,NA,"Neb","up"
"Cacnb4",2331.41529139193,0.579989082232673,0.287587085084735,2.01674244885435,0.0437223976068067,0.999962154763613,"Cacnb4","up"
"Tanc1",340.778233684606,1.67706696956758,0.430401897350176,3.89651388595787,9.75872148810959e-05,0.0697585941041701,"Tanc1","up"
"Itga6",335.588725633005,1.18054040379822,0.372165284170523,3.1720863122131,0.00151348017868856,0.463665463313945,"Itga6","up"
"Ccdc141",118.50248580662,2.11869422014161,0.562976174502045,3.76338167776924,0.000167631058205658,0.0980413102696458,"Ccdc141","up"
